sequence_id,A_freq,T_freq,G_freq,C_freq,GC_content,AT_content,kmer_ATT,kmer_TAA,kmer_AAT,kmer_TTA,kmer_ATA,kmer_AAA,kmer_TAT,kmer_TTC,kmer_AAG,kmer_AGA,has_ATATA,has_polyT,has_polyA,start_A,start_T,end_T,at_rich_windows,label
mO_150(I)_gCR4(481-523),0.4418604651162791,0.27906976744186046,0.18604651162790697,0.09302325581395349,0.27906976744186046,0.7209302325581395,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.12195121951219512,0.07317073170731707,0.04878048780487805,0.0,0.0,0.0,1,0,1,1,0,1,0.46153846153846156,1
mO_150(II)_gCOX3(873-910),0.47368421052631576,0.2631578947368421,0.13157894736842105,0.13157894736842105,0.2631578947368421,0.7368421052631579,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.1111111111111111,0.0,0.027777777777777776,0.05555555555555555,1,0,0,1,0,0,0.5882352941176471,1
mO_150(IV)_gA6_v1(103-130),0.5,0.2857142857142857,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.7857142857142857,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0,0,0,1,0,1,0.7083333333333334,1
mO_150(IV)_gA6_v2(103-130),0.5,0.2857142857142857,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.7857142857142857,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0,0,0,1,0,1,0.7083333333333334,1
mO_151(I)_gCOX3(102-138),0.5135135135135135,0.1891891891891892,0.16216216216216217,0.13513513513513514,0.2972972972972973,0.7027027027027027,0.0,0.02857142857142857,0.05714285714285714,0.0,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.0,0.0,0.0,0,0,1,1,0,0,0.5757575757575758,1
mO_151(II)_gCR4(429-470),0.5714285714285714,0.16666666666666666,0.16666666666666666,0.09523809523809523,0.2619047619047619,0.7380952380952381,0.0,0.05,0.05,0.0,0.1,0.05,0.025,0.0,0.05,0.1,1,0,0,1,0,0,0.5263157894736842,1
mO_151(IV)_gND7(527-577),0.5098039215686274,0.27450980392156865,0.13725490196078433,0.0784313725490196,0.21568627450980393,0.7843137254901961,0.10204081632653061,0.02040816326530612,0.08163265306122448,0.08163265306122448,0.061224489795918366,0.0,0.061224489795918366,0.0,0.0,0.12244897959183673,0,0,0,1,0,0,0.6595744680851063,1
mO_152(I)_gND8_v1(42-71),0.6666666666666666,0.1,0.16666666666666666,0.06666666666666667,0.23333333333333334,0.7666666666666667,0.0,0.03571428571428571,0.03571428571428571,0.0,0.10714285714285714,0.14285714285714285,0.0,0.0,0.10714285714285714,0.17857142857142858,0,0,1,1,0,0,0.7307692307692307,1
mO_152(I)_gND8_v2(42-71),0.6666666666666666,0.1,0.16666666666666666,0.06666666666666667,0.23333333333333334,0.7666666666666667,0.0,0.03571428571428571,0.03571428571428571,0.0,0.10714285714285714,0.14285714285714285,0.0,0.0,0.10714285714285714,0.17857142857142858,0,0,1,1,0,0,0.7307692307692307,1
mO_152(IV)_gA6_v1(75-102),0.4642857142857143,0.25,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.038461538461538464,0.07692307692307693,0.0,0.19230769230769232,0.0,0.07692307692307693,0.0,0.0,0.0,1,0,0,1,0,0,0.4583333333333333,1
mO_152(IV)_gA6_v2(75-102),0.4642857142857143,0.25,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.0,0.038461538461538464,0.07692307692307693,0.0,0.19230769230769232,0.0,0.07692307692307693,0.0,0.0,0.0,1,0,0,1,0,0,0.4583333333333333,1
mO_154(I)_gCOX3(706-749),0.45454545454545453,0.25,0.18181818181818182,0.11363636363636363,0.29545454545454547,0.7045454545454546,0.0,0.07142857142857142,0.023809523809523808,0.0,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.07142857142857142,0,0,0,0,1,1,0.45,1
mO_154(II)_gND3(218-260),0.46511627906976744,0.27906976744186046,0.20930232558139536,0.046511627906976744,0.2558139534883721,0.7441860465116279,0.04878048780487805,0.04878048780487805,0.0975609756097561,0.04878048780487805,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.0,0.0,0.04878048780487805,0,0,0,1,0,0,0.5641025641025641,1
mO_154(IV)_gND9(147-191),0.6222222222222222,0.17777777777777778,0.13333333333333333,0.06666666666666667,0.2,0.8,0.0,0.09302325581395349,0.09302325581395349,0.0,0.13953488372093023,0.13953488372093023,0.0,0.0,0.046511627906976744,0.046511627906976744,0,0,1,1,0,0,0.7560975609756098,1
mO_155(II)_gND7(593-633),0.4146341463414634,0.3170731707317073,0.1951219512195122,0.07317073170731707,0.2682926829268293,0.7317073170731707,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,0,1,0,0,0.4864864864864865,1
mO_155(IV)_gCOX3(176-218),0.5116279069767442,0.20930232558139536,0.20930232558139536,0.06976744186046512,0.27906976744186046,0.7209302325581395,0.04878048780487805,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.024390243902439025,0.14634146341463414,0.0,0.0,0.024390243902439025,0.07317073170731707,0,0,1,1,0,1,0.48717948717948717,1
mO_156(I)_gND8_v2(237-275),0.41025641025641024,0.3076923076923077,0.1794871794871795,0.10256410256410256,0.28205128205128205,0.717948717948718,0.05405405405405406,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.0,1,0,0,0,0,0,0.5142857142857142,1
mO_156(I)_gND8_v1(237-275),0.41025641025641024,0.3076923076923077,0.1794871794871795,0.10256410256410256,0.28205128205128205,0.717948717948718,0.05405405405405406,0.05405405405405406,0.08108108108108109,0.08108108108108109,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.0,1,0,0,0,0,0,0.5142857142857142,1
mO_156(V)_gCOX3(34-64),0.5483870967741935,0.12903225806451613,0.22580645161290322,0.0967741935483871,0.3225806451612903,0.6774193548387096,0.0,0.0,0.034482758620689655,0.0,0.10344827586206896,0.06896551724137931,0.034482758620689655,0.0,0.034482758620689655,0.10344827586206896,1,0,0,1,0,0,0.37037037037037035,1
mO_157(II)_gCOX3(459-500),0.42857142857142855,0.30952380952380953,0.16666666666666666,0.09523809523809523,0.2619047619047619,0.7380952380952381,0.05,0.075,0.0,0.05,0.025,0.025,0.075,0.0,0.05,0.075,0,0,0,0,1,0,0.5,1
mO_158(I)_gCOX3(427-470),0.4772727272727273,0.25,0.1590909090909091,0.11363636363636363,0.2727272727272727,0.7272727272727273,0.0,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.11904761904761904,0.023809523809523808,0.0,0.0,0.023809523809523808,0.047619047619047616,0,0,0,1,0,0,0.475,1
mO_158(II)_gCOX3(462-512),0.42857142857142855,0.3469387755102041,0.20408163265306123,0.02040816326530612,0.22448979591836735,0.7755102040816326,0.06382978723404255,0.06382978723404255,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.06382978723404255,0.0,0.02127659574468085,0.0425531914893617,0,0,1,1,0,1,0.6,1
mO_158(IV)_gA6_v1(65-105),0.3902439024390244,0.3170731707317073,0.17073170731707318,0.12195121951219512,0.2926829268292683,0.7073170731707317,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0,0,0,1,0,0,0.43243243243243246,1
mO_158(IV)_gA6_v2(65-105),0.3902439024390244,0.3170731707317073,0.17073170731707318,0.12195121951219512,0.2926829268292683,0.7073170731707317,0.02564102564102564,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0,0,0,1,0,0,0.43243243243243246,1
mO_159(I)_gA6_v2(474-514),0.3902439024390244,0.24390243902439024,0.3170731707317073,0.04878048780487805,0.36585365853658536,0.6341463414634146,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0,0,0,1,0,0,0.32432432432432434,1
mO_159(I)_gA6_v1(474-514),0.3902439024390244,0.24390243902439024,0.3170731707317073,0.04878048780487805,0.36585365853658536,0.6341463414634146,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0,0,0,1,0,0,0.32432432432432434,1
mO_159(II)_gCR4(87-129),0.5116279069767442,0.2558139534883721,0.13953488372093023,0.09302325581395349,0.23255813953488372,0.7674418604651163,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.0,0.04878048780487805,0.14634146341463414,0.07317073170731707,0.0,0.0,0.0,1,0,1,1,0,1,0.6153846153846154,1
mO_159(IV)_gND7(704-747),0.38636363636363635,0.3181818181818182,0.1590909090909091,0.13636363636363635,0.29545454545454547,0.7045454545454546,0.0,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0,0,0,1,0,0,0.475,1
mO_159(V)_gCOX3(49-88),0.475,0.25,0.15,0.125,0.275,0.725,0.02631578947368421,0.0,0.02631578947368421,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0,0,1,1,0,1,0.5,1
mO_160(I)_gND9(210-246),0.4594594594594595,0.24324324324324326,0.1891891891891892,0.10810810810810811,0.2972972972972973,0.7027027027027027,0.0,0.0,0.11428571428571428,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0,0,1,1,0,1,0.5151515151515151,1
mO_160(II)_gCOX3(761-800),0.425,0.275,0.225,0.075,0.3,0.7,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.0,0,0,1,1,0,0,0.5833333333333334,1
mO_160(IV)_gCOX3(925-963),0.38461538461538464,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.3076923076923077,0.6923076923076923,0.02702702702702703,0.02702702702702703,0.0,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.0,0.0,0.05405405405405406,0,0,0,0,0,0,0.4857142857142857,1
mO_160(V)_gND7(620-658),0.41025641025641024,0.28205128205128205,0.20512820512820512,0.10256410256410256,0.3076923076923077,0.6923076923076923,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.05405405405405406,1,0,0,1,0,1,0.42857142857142855,1
mO_161(II)_gND7(1012-1042),0.3870967741935484,0.3870967741935484,0.12903225806451613,0.0967741935483871,0.22580645161290322,0.7741935483870968,0.034482758620689655,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0,0,0,1,0,0,0.7777777777777778,1
mO_162(II)_gCOX3(351-391),0.4878048780487805,0.17073170731707318,0.21951219512195122,0.12195121951219512,0.34146341463414637,0.6585365853658537,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.1282051282051282,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,1,1,0,0,0.35135135135135137,1
mO_162(IV)_gRPS12(167-199),0.48484848484848486,0.24242424242424243,0.15151515151515152,0.12121212121212122,0.2727272727272727,0.7272727272727273,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.0,0.06451612903225806,0.03225806451612903,0,0,1,1,0,0,0.6896551724137931,1
mO_163(I)_gND8_v2(119-154),0.3333333333333333,0.3055555555555556,0.2777777777777778,0.08333333333333333,0.3611111111111111,0.6388888888888888,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0,0,0,0,1,1,0.375,1
mO_163(I)_gND8_v1(119-154),0.3333333333333333,0.3055555555555556,0.2777777777777778,0.08333333333333333,0.3611111111111111,0.6388888888888888,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0,0,0,0,1,1,0.375,1
mO_163(IV)_gND8_v1(449-477),0.4827586206896552,0.1724137931034483,0.20689655172413793,0.13793103448275862,0.3448275862068966,0.6551724137931034,0.0,0.07407407407407407,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0,0,0,1,0,0,0.44,1
mO_163(IV)_gND8_v2(448-476),0.4827586206896552,0.1724137931034483,0.20689655172413793,0.13793103448275862,0.3448275862068966,0.6551724137931034,0.0,0.07407407407407407,0.1111111111111111,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.037037037037037035,0,0,0,1,0,0,0.44,1
mO_163(V)_gND7(811-862),0.38461538461538464,0.3076923076923077,0.21153846153846154,0.09615384615384616,0.3076923076923077,0.6923076923076923,0.06,0.02,0.06,0.02,0.02,0.04,0.04,0.02,0.04,0.02,0,0,0,0,1,1,0.4791666666666667,1
mO_164(II)_gND3(392-426),0.4857142857142857,0.2,0.2,0.11428571428571428,0.3142857142857143,0.6857142857142857,0.0,0.09090909090909091,0.030303030303030304,0.0,0.09090909090909091,0.030303030303030304,0.030303030303030304,0.0,0.09090909090909091,0.0,0,0,0,0,1,0,0.5161290322580645,1
mO_164(II)_gCOX3(320-365),0.43478260869565216,0.2608695652173913,0.1956521739130435,0.10869565217391304,0.30434782608695654,0.6956521739130435,0.022727272727272728,0.06818181818181818,0.045454545454545456,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.022727272727272728,0.06818181818181818,0.0,0,0,0,1,0,0,0.5476190476190477,1
mO_164(IV)_gND9(350-387),0.47368421052631576,0.23684210526315788,0.18421052631578946,0.10526315789473684,0.2894736842105263,0.7105263157894737,0.05555555555555555,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.0,0.0,0.08333333333333333,0,0,0,1,0,1,0.5588235294117647,1
mO_164(V)_gA6_v1(661-700),0.4,0.35,0.175,0.075,0.25,0.75,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.0,0.07894736842105263,0.0,0.05263157894736842,0.02631578947368421,0,0,0,1,0,1,0.5277777777777778,1
mO_164(V)_gA6_v2(661-700),0.4,0.35,0.175,0.075,0.25,0.75,0.10526315789473684,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.05263157894736842,0.0,0.07894736842105263,0.0,0.05263157894736842,0.02631578947368421,0,0,0,1,0,1,0.5277777777777778,1
mO_165(II)_gCR4(384-426),0.6046511627906976,0.13953488372093023,0.13953488372093023,0.11627906976744186,0.2558139534883721,0.7441860465116279,0.0,0.024390243902439025,0.04878048780487805,0.0,0.07317073170731707,0.12195121951219512,0.024390243902439025,0.0,0.07317073170731707,0.12195121951219512,1,0,1,1,0,0,0.5897435897435898,1
mO_165(IV)_gCR3(84-124),0.5121951219512195,0.1951219512195122,0.1951219512195122,0.0975609756097561,0.2926829268292683,0.7073170731707317,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.10256410256410256,0.02564102564102564,0.0,0.02564102564102564,0.05128205128205128,0,0,1,1,0,0,0.5135135135135135,1
mO_166(II)_gND3(108-136),0.5172413793103449,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.27586206896551724,0.7241379310344828,0.0,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.0,0.07407407407407407,0.1111111111111111,1,0,0,1,0,0,0.6,1
mO_166(IV)_gRPS12(43-76),0.47058823529411764,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.35294117647058826,0.6470588235294118,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.0,0.0625,0.09375,0,0,0,1,0,0,0.3,1
mO_167(II)_gCOX3(606-650),0.4,0.3111111111111111,0.2,0.08888888888888889,0.28888888888888886,0.7111111111111111,0.023255813953488372,0.06976744186046512,0.046511627906976744,0.023255813953488372,0.06976744186046512,0.0,0.023255813953488372,0.0,0.046511627906976744,0.06976744186046512,0,1,0,1,0,0,0.5121951219512195,1
mO_167(IV)_gND8_v1(413-449),0.40540540540540543,0.2972972972972973,0.21621621621621623,0.08108108108108109,0.2972972972972973,0.7027027027027027,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.0,0.0,0.02857142857142857,0,0,1,1,0,0,0.6060606060606061,1
mO_167(IV)_gND8_v2(412-448),0.40540540540540543,0.2972972972972973,0.21621621621621623,0.08108108108108109,0.2972972972972973,0.7027027027027027,0.0,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.0,0.0,0.02857142857142857,0,0,1,1,0,0,0.6060606060606061,1
mO_168(I)_gCOX3(606-650),0.4,0.28888888888888886,0.2,0.1111111111111111,0.3111111111111111,0.6888888888888889,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.0,0.0,0.09302325581395349,0,1,0,1,0,0,0.36585365853658536,1
mO_168(II)_gND7(1073-1117),0.4222222222222222,0.28888888888888886,0.2,0.08888888888888889,0.28888888888888886,0.7111111111111111,0.0,0.046511627906976744,0.06976744186046512,0.0,0.046511627906976744,0.06976744186046512,0.046511627906976744,0.0,0.046511627906976744,0.0,0,0,0,1,0,1,0.4634146341463415,1
mO_168(IV)_gND7(27-65),0.41025641025641024,0.28205128205128205,0.2564102564102564,0.05128205128205128,0.3076923076923077,0.6923076923076923,0.05405405405405406,0.05405405405405406,0.02702702702702703,0.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.0,0.05405405405405406,0.08108108108108109,0,0,0,1,0,1,0.4857142857142857,1
mO_169(I)_gCR4(480-523),0.45454545454545453,0.29545454545454547,0.1590909090909091,0.09090909090909091,0.25,0.75,0.023809523809523808,0.07142857142857142,0.047619047619047616,0.0,0.14285714285714285,0.047619047619047616,0.07142857142857142,0.0,0.023809523809523808,0.023809523809523808,1,0,1,1,0,1,0.575,1
mO_169(II)_gCOX3(868-909),0.47619047619047616,0.2619047619047619,0.14285714285714285,0.11904761904761904,0.2619047619047619,0.7380952380952381,0.05,0.05,0.025,0.05,0.125,0.0,0.075,0.0,0.025,0.075,1,0,0,1,0,0,0.5263157894736842,1
mO_169(IV)_gCOX3(75-115),0.5121951219512195,0.1951219512195122,0.21951219512195122,0.07317073170731707,0.2926829268292683,0.7073170731707317,0.0,0.07692307692307693,0.05128205128205128,0.0,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.0,0.10256410256410256,0.05128205128205128,0,0,0,1,0,1,0.5135135135135135,1
mO_170(III)_gND7(1160-1200),0.36585365853658536,0.3170731707317073,0.1951219512195122,0.12195121951219512,0.3170731707317073,0.6829268292682927,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.05128205128205128,0,0,0,1,0,1,0.3783783783783784,1
mO_170(IV)_gND9(115-159),0.5555555555555556,0.17777777777777778,0.17777777777777778,0.08888888888888889,0.26666666666666666,0.7333333333333333,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.0,0.06976744186046512,0.11627906976744186,0.0,0.0,0.046511627906976744,0.09302325581395349,0,0,1,1,0,1,0.6341463414634146,1
mO_171(II)_gA6_v1(540-581),0.5952380952380952,0.14285714285714285,0.16666666666666666,0.09523809523809523,0.2619047619047619,0.7380952380952381,0.0,0.075,0.1,0.0,0.075,0.1,0.0,0.0,0.05,0.125,0,0,1,1,0,0,0.5789473684210527,1
mO_171(II)_gA6_v2(540-581),0.5952380952380952,0.14285714285714285,0.16666666666666666,0.09523809523809523,0.2619047619047619,0.7380952380952381,0.0,0.075,0.1,0.0,0.075,0.1,0.0,0.0,0.05,0.125,0,0,1,1,0,0,0.5789473684210527,1
mO_171(IV)_gA6_v1(191-237),0.5106382978723404,0.2553191489361702,0.14893617021276595,0.0851063829787234,0.23404255319148937,0.7659574468085106,0.044444444444444446,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.044444444444444446,0,0,0,1,0,0,0.5813953488372093,1
mO_171(IV)_gA6_v2(191-237),0.5106382978723404,0.2553191489361702,0.14893617021276595,0.0851063829787234,0.23404255319148937,0.7659574468085106,0.044444444444444446,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.044444444444444446,0,0,0,1,0,0,0.5813953488372093,1
mO_171(V)_gCOX3(558-596),0.48717948717948717,0.28205128205128205,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.7692307692307693,0.02702702702702703,0.08108108108108109,0.08108108108108109,0.02702702702702703,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.05405405405405406,0,0,0,0,1,0,0.6285714285714286,1
mO_172(I)_gCOX3(322-362),0.4634146341463415,0.2682926829268293,0.17073170731707318,0.0975609756097561,0.2682926829268293,0.7317073170731707,0.02564102564102564,0.02564102564102564,0.0,0.0,0.1282051282051282,0.05128205128205128,0.05128205128205128,0.0,0.05128205128205128,0.10256410256410256,0,0,1,1,0,1,0.6216216216216216,1
mO_172(II)_gND3(248-294),0.5319148936170213,0.2127659574468085,0.14893617021276595,0.10638297872340426,0.2553191489361702,0.7446808510638298,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.1111111111111111,0.06666666666666667,0.044444444444444446,0.0,0.022222222222222223,0.08888888888888889,1,0,1,1,0,0,0.627906976744186,1
mO_172(IV)_gND3(32-76),0.4666666666666667,0.2222222222222222,0.2,0.1111111111111111,0.3111111111111111,0.6888888888888889,0.0,0.046511627906976744,0.023255813953488372,0.0,0.11627906976744186,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.09302325581395349,1,0,0,1,0,1,0.3902439024390244,1
mO_173(II)_gCOX3(429-470),0.4523809523809524,0.2857142857142857,0.19047619047619047,0.07142857142857142,0.2619047619047619,0.7380952380952381,0.0,0.05,0.075,0.0,0.125,0.05,0.025,0.0,0.05,0.05,0,0,1,1,0,1,0.5,1
mO_173(IV)_gND7(1135-1175),0.3902439024390244,0.34146341463414637,0.14634146341463414,0.12195121951219512,0.2682926829268293,0.7317073170731707,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.0,0.0,0.02564102564102564,0,0,0,1,0,0,0.5135135135135135,1
mO_174(II)_gCOX3(464-508),0.4222222222222222,0.35555555555555557,0.2,0.022222222222222223,0.2222222222222222,0.7777777777777778,0.06976744186046512,0.06976744186046512,0.023255813953488372,0.09302325581395349,0.06976744186046512,0.046511627906976744,0.09302325581395349,0.0,0.046511627906976744,0.046511627906976744,0,0,1,1,0,0,0.6341463414634146,1
mO_174(IV)_gA6_v1(64-108),0.4222222222222222,0.3333333333333333,0.17777777777777778,0.06666666666666667,0.24444444444444444,0.7555555555555555,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.09302325581395349,0.0,0.0,0.046511627906976744,1,0,0,0,1,0,0.6097560975609756,1
mO_174(IV)_gA6_v2(64-108),0.4222222222222222,0.3333333333333333,0.17777777777777778,0.06666666666666667,0.24444444444444444,0.7555555555555555,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.11627906976744186,0.023255813953488372,0.09302325581395349,0.0,0.0,0.046511627906976744,1,0,0,0,1,0,0.6097560975609756,1
mO_175(I)_gND8_v2(188-226),0.41025641025641024,0.23076923076923078,0.20512820512820512,0.15384615384615385,0.358974358974359,0.6410256410256411,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.08108108108108109,0.0,0.0,0.05405405405405406,0.0,0,0,0,1,0,0,0.34285714285714286,1
mO_175(I)_gND8_v1(188-226),0.41025641025641024,0.23076923076923078,0.20512820512820512,0.15384615384615385,0.358974358974359,0.6410256410256411,0.02702702702702703,0.02702702702702703,0.05405405405405406,0.0,0.02702702702702703,0.08108108108108109,0.0,0.0,0.05405405405405406,0.0,0,0,0,1,0,0,0.34285714285714286,1
mO_175(II)_gND7(279-319),0.4634146341463415,0.24390243902439024,0.14634146341463414,0.14634146341463414,0.2926829268292683,0.7073170731707317,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.1282051282051282,0.02564102564102564,0.07692307692307693,0.0,0.0,0.07692307692307693,1,0,0,1,0,1,0.4864864864864865,1
mO_175(IV)_gCR3(232-274),0.4186046511627907,0.3023255813953488,0.20930232558139536,0.06976744186046512,0.27906976744186046,0.7209302325581395,0.0,0.07317073170731707,0.0975609756097561,0.0,0.07317073170731707,0.0,0.04878048780487805,0.0,0.024390243902439025,0.024390243902439025,0,0,0,1,0,1,0.5897435897435898,1
mO_176(I)_gCR4(174-215),0.5238095238095238,0.21428571428571427,0.14285714285714285,0.11904761904761904,0.2619047619047619,0.7380952380952381,0.0,0.05,0.075,0.025,0.075,0.05,0.025,0.0,0.05,0.075,0,0,0,1,0,1,0.5263157894736842,1
mO_176(V)_gND9(525-566),0.35714285714285715,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.30952380952380953,0.6904761904761905,0.025,0.05,0.025,0.0,0.075,0.0,0.05,0.05,0.025,0.025,0,0,0,1,0,1,0.5,1
mO_177(I)_gA6_v2(258-298),0.4878048780487805,0.24390243902439024,0.17073170731707318,0.0975609756097561,0.2682926829268293,0.7317073170731707,0.0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.0,1,0,1,1,0,0,0.6486486486486487,1
mO_177(I)_gA6_v1(258-298),0.4878048780487805,0.24390243902439024,0.17073170731707318,0.0975609756097561,0.2682926829268293,0.7317073170731707,0.0,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.10256410256410256,0.05128205128205128,0.02564102564102564,0.0,0.05128205128205128,0.0,1,0,1,1,0,0,0.6486486486486487,1
mO_177(II)_gCR4(235-277),0.5116279069767442,0.27906976744186046,0.13953488372093023,0.06976744186046512,0.20930232558139536,0.7906976744186046,0.024390243902439025,0.04878048780487805,0.04878048780487805,0.04878048780487805,0.12195121951219512,0.07317073170731707,0.0975609756097561,0.0,0.04878048780487805,0.07317073170731707,1,0,1,1,0,1,0.6923076923076923,1
mO_177(IV)_gND7(809-845),0.4594594594594595,0.2702702702702703,0.1891891891891892,0.08108108108108109,0.2702702702702703,0.7297297297297297,0.05714285714285714,0.05714285714285714,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.02857142857142857,0.0,0.02857142857142857,0.02857142857142857,0,0,0,1,0,0,0.5454545454545454,1
mO_178(I)_gND7(245-276),0.34375,0.4375,0.15625,0.0625,0.21875,0.78125,0.1,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0,0,0,1,0,0,0.75,1
